book_id,authors,year,title,language_code,image_url,genres
6400,"The Beatles, Paul McCartney, Ringo Starr, John Lennon, George Harrison",2000.0,The Beatles Anthology,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance|Contemporary|New Adult|Romance|Contemporary Romance
6401,"Christopher  Ryan, Cacilda Jethá",2010.0,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,en-US,https://images.gr-assets.com/books/1291105594m/7640261.jpg,Classics|Fiction|Literature|Novels
6402,Cecily von Ziegesar,2002.0,"You Know You Love Me (Gossip Girl, #2)",en-US,https://images.gr-assets.com/books/1388599269m/37451.jpg,Nonfiction|Contemporary|Adult|Biography|True Story|New Adult
6403,"Annette Pollert, L.J. Smith",2009.0,Night World: The Ultimate Fan Guide,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Short Stories|Fiction|European Literature|Spanish Literature|Classics|Cultural|Latin American
6404,Vera B. Williams,1982.0,A Chair for My Mother,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Classics|Humor|Literature
6405,Iain Banks,1992.0,The Crow Road,eng,https://images.gr-assets.com/books/1330063373m/12021.jpg,Poetry|Classics|Literature|Fiction|Medievalism|Romanticism
6406,Jonathan Tropper,2003.0,The Book of Joe,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,European Literature|Polish Literature|Fantasy|Paranormal|Angels
6407,"Margaret Weis, Tracy Hickman",1985.0,Dragonlance Chronicles (Dragonlance #1-3),,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Fiction|Contemporary
6408,Kiyoko Arai,2004.0,"Beauty Pop, Vol. 1 (Beauty Pop, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Realistic Fiction|Fiction|Contemporary|Young Adult|Teen
6409,Eric Carle,1997.0,From Head to Toe,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance|Historical|Historical Fiction|Romance|Historical Romance|Historical|Regency|Historical|Fiction
6410,Joshua Harris,2000.0,Boy Meets Girl: Say Hello to Courtship,en-GB,https://images.gr-assets.com/books/1170356477m/48758.jpg,Young Adult|Fantasy|Paranormal|Romance|Fantasy|Mystery
6411,"Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha",2006.0,"Fables, Vol. 6: Homelands",eng,https://images.gr-assets.com/books/1327962707m/21328.jpg,Fiction|Historical|Historical Fiction|War|Military Fiction|War|Leadership
6412,Whitney G.,2014.0,"Reasonable Doubt: Volume 1 (Reasonable Doubt, #1)",eng,https://images.gr-assets.com/books/1395319856m/20761374.jpg,Young Adult|Realistic Fiction|Fiction|Sociology|Abuse|Contemporary|Young Adult|Teen
6413,Marilynne Robinson,2008.0,"Home (Gilead, #2)",eng,https://images.gr-assets.com/books/1426188598m/2924318.jpg,Fiction|Literature|Jewish|Historical|Historical Fiction|Classics|Literature|Novels|Cultural|Poland
6414,Jen Hatmaker,2015.0,For the Love: Fighting for Grace in a World of Impossible Standards,,https://images.gr-assets.com/books/1426296433m/23647129.jpg,Fantasy|Young Adult|Fantasy|Paranormal|Fiction
6415,J. Sterling,2013.0,"The Game Changer (The Perfect Game, #2)",en,https://images.gr-assets.com/books/1358236349m/16299256.jpg,Young Adult|Contemporary|Romance|Womens Fiction|Chick Lit|Realistic Fiction
6416,Christina Lauren,2014.0,"Sweet Filthy Boy (Wild Seasons, #1)",eng,https://images.gr-assets.com/books/1395723782m/18775297.jpg,Science Fiction|Fiction|Horror
6417,William Shakespeare,1600.0,The Winter's Tale,eng,https://images.gr-assets.com/books/1327893509m/44133.jpg,History|Nonfiction|Biography|Adventure|Travel
6418,Peter F. Hamilton,2008.0,The Temporal Void,eng,https://images.gr-assets.com/books/1357349093m/3437328.jpg,Fantasy|Science Fiction|Fiction
6419,"Matt Fraction, Chip Zdarsky",2014.0,"Sex Criminals, Vol. 1: One Weird Trick",eng,https://images.gr-assets.com/books/1396977214m/19536001.jpg,Historical|Historical Fiction|Fiction|Historical|Historical|Medieval
6420,"Tim LaHaye, Jerry B. Jenkins",2003.0,"The Rising: Antichrist is Born  (Before They Were Left Behind, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Self Help|Nonfiction
6421,Lauren Kate,2013.0,"Teardrop (Teardrop, #1)",eng,https://images.gr-assets.com/books/1360596375m/16070143.jpg,Mystery|Fiction|Thriller|Young Adult|Thriller|Mystery Thriller|Contemporary
6422,Patricia Cornwell,2009.0,"The Scarpetta Factor (Kay Scarpetta, #17)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Young Adult|Romance|Fantasy|Magic|Young Adult|Young Adult Fantasy
6423,Marie Rutkoski,2016.0,"The Winner's Kiss (The Winner's Trilogy, #3)",eng,https://images.gr-assets.com/books/1455809407m/20443235.jpg,Science Fiction|Cultural|France|Fiction|Classics
6424,R.K. Lilley,2013.0,"Bad Things (Tristan & Danika, #1)",eng,https://images.gr-assets.com/books/1364053596m/17377032.jpg,Romance|Contemporary|Young Adult|Humor|Young Adult|High School|Humor|Funny|Womens Fiction|Chick Lit|Fiction|Did Not Finish|Realistic Fiction
6425,Sharon Kay Penman,1985.0,"Here be Dragons (Welsh Princes, #1)",eng,https://images.gr-assets.com/books/1448657042m/77449.jpg,Romance|Contemporary|Adult|Young Adult|New Adult|Fiction|Mystery|Romance|Love Story|Novels
6426,"Byron Katie, Stephen Mitchell",2002.0,Loving What Is: Four Questions That Can Change Your Life,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Fiction|New Adult|Contemporary|Adult|Romance|Contemporary Romance|Romance|Novels|Romance|Love Story|Womens Fiction|Chick Lit
6427,"Sid Fleischman, Peter Sís",1986.0,The Whipping Boy,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,New Adult|Fiction|Contemporary|Adult|Novels
6428,"J.K. Rowling, MinaLima",2016.0,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",eng,https://images.gr-assets.com/books/1471436733m/31538635.jpg,Science Fiction|Time Travel|Fantasy|High Fantasy|Speculative Fiction
6429,Carolyn Keene,,Nancy Drew: #1-64,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Dungeons and Dragons|Dragonlance|Fiction|Science Fiction Fantasy|Fantasy|Epic Fantasy
6430,"George Bernard Shaw, John A. Bertolini",2004.0,Pygmalion and Three Other Plays,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Science Fiction|Dystopia|Science Fiction|Apocalyptic|Post Apocalyptic
6431,Drew Karpyshyn,2006.0,"Path of Destruction (Star Wars: Darth Bane, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance|Paranormal Romance|Paranormal|Vampires|Fantasy|Paranormal|Romance|Fantasy|Urban Fantasy|Fantasy
6432,Elizabeth  Hall,2015.0,Miramont's Ghost,en-GB,https://images.gr-assets.com/books/1418787928m/23743603.jpg,Fantasy|Young Adult|Fiction|Childrens
6433,Brigid Kemmerer,2012.0,"Storm (Elemental, #1)",en-US,https://images.gr-assets.com/books/1325995724m/10401084.jpg,Mystery|Fantasy|Paranormal|Fantasy|Fantasy|Urban Fantasy|Fiction|Fantasy|Supernatural
6434,Maureen Johnson,2011.0,"The Last Little Blue Envelope (Little Blue Envelope, #2)",en-US,https://images.gr-assets.com/books/1288297853m/9462775.jpg,Fantasy|Young Adult|Fiction|Childrens|Childrens|Middle Grade|Magical Realism
6435,Richard Rhodes,1986.0,The Making of the Atomic Bomb,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Thriller|Fiction|Mystery|Action|Suspense
6436,Maeve Binchy,2010.0,Minding Frankie,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Poetry|Classics|European Literature|Italian Literature|Historical|Medieval|Fiction|Literature
6437,Francine Rivers,2000.0,Unveiled: Tamar (Lineage of Grace #1),,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction|Fantasy|Fiction
6438,Tony Kushner,1993.0,"Angels in America, Part Two: Perestroika",en-US,https://images.gr-assets.com/books/1354209700m/92254.jpg,Sequential Art|Graphic Novels|Sequential Art|Comics|Horror|Horror|Zombies|Fiction
6439,Ken Follett,1996.0,The Third Twin,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Classics|Novels|Literature|Literature|American
6440,"Brian Herbert, Kevin J. Anderson",2002.0,"The Butlerian Jihad (Legends of Dune, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Poetry|Classics|Fiction|Animals|Cats|Animals
6441,Richard Koch,1950.0,The 80/20 Principle: The Secret to Achieving More with Less,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Classics|European Literature|Irish Literature|Cultural|Ireland|Literature
6442,"William Blake, David V. Erdman, Harold Bloom",1965.0,The Complete Poetry and Prose,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Paranormal|Young Adult|Fantasy|Romance|Romance|Paranormal Romance
6443,Ian McEwan,2016.0,Nutshell,eng,https://images.gr-assets.com/books/1498680109m/30008702.jpg,Fiction|Mystery|Thriller|Mystery|Crime|Cultural|France
6444,"Tsugumi Ohba, Takeshi Obata",2004.0,"Death Note, Vol. 2: Confluence (Death Note, #2)",eng,https://images.gr-assets.com/books/1419952210m/13619.jpg,Sequential Art|Graphic Novels|Childrens|Middle Grade|Young Adult|Sequential Art|Comics
6445,"Katsuhiro Otomo, Yoko Umezawa, Linda M. York, Jo Duffy",1984.0,"Akira, Vol. 1",eng,https://images.gr-assets.com/books/1343804802m/93371.jpg,Nonfiction|Self Help|Audiobook
6446,Robert   Harris,2006.0,"Imperium: A Novel of Ancient Rome (Cicero, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Historical|Historical Fiction|Cultural|Africa|Southern Africa|South Africa
6447,Richard Ford,1986.0,The Sportswriter,,https://images.gr-assets.com/books/1327936345m/40722.jpg,Fiction|Thriller|Action|Spy Thriller|Espionage
6448,Garth Nix,2004.0,"Grim Tuesday (The Keys to the Kingdom, #2)",,https://images.gr-assets.com/books/1304528058m/47620.jpg,Fantasy|Fiction|Fantasy|Urban Fantasy|Magical Realism|Science Fiction|Steampunk
6449,Julie Maroh,2010.0,Le bleu est une couleur chaude,fre,https://images.gr-assets.com/books/1330712998m/7963189.jpg,Fiction|Mystery|Crime|Mystery|Thriller
6450,Bill Bryson,2015.0,The Road to Little Dribbling: Adventures of an American in Britain,eng,https://images.gr-assets.com/books/1444259875m/25489012.jpg,Fiction|Young Adult|Childrens|Mystery
6451,Susanna Kearsley,2013.0,"The Firebird (Slains, #2)",eng,https://images.gr-assets.com/books/1347896972m/15942636.jpg,Fiction|Short Stories|Classics|Literature
6452,"Tachibana Higuchi, 樋口 橘",2003.0,"Gakuen Alice, Vol. 01 (Gakuen Alice, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Romance|Romance|Paranormal Romance|Anthologies|Shapeshifters|Werewolves
6453,William Least Heat-Moon,1982.0,Blue Highways,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,History|Nonfiction|Military History|Civil War|Crime|True Crime|North American Hi...|American History
6454,Anne Tyler,1988.0,Breathing Lessons,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance|Asian Literature|Indonesian Literature|Novels|Fiction
6455,Emily Dickinson,1890.0,Selected Poems,eng,https://images.gr-assets.com/books/1260829838m/112200.jpg,Feminism|Nonfiction|Politics|History
6456,"Robert Louis Stevenson, Jenny Davidson",1886.0,"The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories ",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Young Adult|Fiction
6457,Spencer W. Kimball,1969.0,The Miracle of Forgiveness,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Nonfiction|Cultural|China|History|Cultural|Asia|Biography|Womens
6458,Anne Fortier,2010.0,Juliet,en-US,https://images.gr-assets.com/books/1366399299m/6718608.jpg,Fantasy|Paranormal|Young Adult|Fantasy|Fantasy|Magic|Romance|Romance|Paranormal Romance
6459,Gena Showalter,2011.0,The Darkest Secret (Lords of the Underworld #7),eng,https://images.gr-assets.com/books/1288316327m/9394010.jpg,Fantasy|Paranormal|Paranormal|Vampires|Fantasy|Romance|Romance|Paranormal Romance|Fantasy|Urban Fantasy
6460,Toni Morrison,2014.0,God Help the Child,eng,https://images.gr-assets.com/books/1463008449m/23602473.jpg,Fantasy|Historical|Historical Fiction|Fiction|Romance
6461,"Gerard Way, Gabriel Bá, Dave Stewart, Nate Piekos, Tony Ong",2007.0,"The Umbrella Academy, Vol. 1: The Apocalypse Suite",eng,https://images.gr-assets.com/books/1327877097m/2795053.jpg,Fantasy
6462,Jennifer L. Armentrout,2013.0,"Sentinel (Covenant, #5)",eng,https://images.gr-assets.com/books/1365509138m/13605723.jpg,Fiction|Asian Literature|Indian Literature|Cultural|India
6463,Jessica Livingston,2001.0,Founders at Work: Stories of Startups' Early Days,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance|New Adult|Science Fiction|Dystopia|Romance|Contemporary Romance
6464,Lacey Weatherford,2012.0,"Crush (Crush, #1)",en-GB,https://images.gr-assets.com/books/1348535295m/16045855.jpg,Fantasy|Fantasy|Paranormal|Young Adult
6465,Scott Sigler,2008.0,"Infected (Infected, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Thriller|Mystery|Crime|Mystery|Cultural|France|Fiction
6466,Leila Sales,2013.0,This Song Will Save Your Life,eng,https://images.gr-assets.com/books/1362753915m/15777621.jpg,Novels
6467,Gloria Naylor,1982.0,The Women of Brewster Place,en-US,https://images.gr-assets.com/books/1309209011m/765811.jpg,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Shapeshifters|Werewolves|Romance|Romance|Paranormal Romance
6468,"G. Willow Wilson, Adrian Alphona, Jacob Wyatt",2015.0,"Ms. Marvel, Vol. 2: Generation Why",eng,https://images.gr-assets.com/books/1427559332m/23017947.jpg,Young Adult|Contemporary|New Adult|Romance|Love Story|Fiction|Adult|Novels
6469,Elisabeth Elliot,1984.0,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics|Fiction|Literature|18th Century|Romance|Historical|Historical Fiction
6470,"Jenny Han, Siobhan Vivian",2012.0,"Burn for Burn (Burn for Burn, #1)",eng,https://images.gr-assets.com/books/1332791803m/13406425.jpg,Childrens|Fantasy|Paranormal|Vampires|European Literature|German Literature
6471,David McCullough,2011.0,The Greater Journey: Americans in Paris,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Poetry|Short Stories|Literature|Humor
6472,David Eddings,1994.0,"The Hidden City (The Tamuli, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Historical|Historical Fiction|Historical|Horror|Fantasy
6473,"Petra Durst-Benning, Samuel Willcocks",2000.0,The Glassblower,eng,https://images.gr-assets.com/books/1408013754m/22915460.jpg,Historical|Historical Fiction|Fiction|Historical|Adventure
6474,Maggie Shipstead,2012.0,Seating Arrangements,,https://images.gr-assets.com/books/1329425347m/12712435.jpg,Fiction|Historical|Historical Fiction|Novels|Literature|Religion
6475,David Foster Wallace,1987.0,The Broom of the System,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Thriller|Mystery|Science Fiction|Suspense
6476,Julie James,2009.0,Practice Makes Perfect (Berkley Sensation),eng,https://images.gr-assets.com/books/1342552769m/5082599.jpg,Fantasy|Fantasy|Fairy Tales|Young Adult|Childrens|Middle Grade|Romance|Retellings
6477,Patrick Carman,2003.0,"The Dark Hills Divide (The Land of Elyon, #1)",en-US,https://images.gr-assets.com/books/1393452185m/81524.jpg,Fiction|Classics|Cultural|France|Literature
6478,Tahereh Mafi,2013.0,"Fracture Me (Shatter Me, #2.5)",eng,https://images.gr-assets.com/books/1383413233m/17331518.jpg,Romance|Young Adult|Contemporary|New Adult
6479,Megan Abbott,2016.0,You Will Know Me,eng,https://images.gr-assets.com/books/1467210264m/25251757.jpg,Historical|Historical Fiction|Young Adult|Fiction|Historical|Childrens
6480,Sharon Kay Penman,1982.0,The Sunne in Splendour,eng,https://images.gr-assets.com/books/1361649213m/119829.jpg,Fantasy|Paranormal|Fantasy|Fairies|Fae|Romance|Paranormal Romance|Romance|Paranormal|Vampires|Fantasy|Magic
6481,Tom Stoppard,1993.0,Arcadia,en-US,https://images.gr-assets.com/books/1463617930m/384597.jpg,Fiction|European Literature|Italian Literature|Novels
6482,Scott Pratt,2008.0,An Innocent Client,eng,https://images.gr-assets.com/books/1352135419m/16130986.jpg,Classics|Fiction|Romance|Short Stories|European Literature|German Literature
6483,Irving Shulman,1961.0,West Side Story,,https://images.gr-assets.com/books/1350302485m/918789.jpg,Nonfiction|Feminism|Writing|Essays
6484,Anne McCaffrey,1998.0,"The Masterharper of Pern (Pern, #15)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Mystery|Thriller|Mystery|Crime
6485,Leonard Mlodinow,2008.0,The Drunkard's Walk: How Randomness Rules Our Lives,eng,https://images.gr-assets.com/books/1320392907m/2272880.jpg,Poetry|Feminism|Nonfiction
6486,James Patterson,2011.0,"Merry Christmas, Alex Cross (Alex Cross, #19)",eng,https://images.gr-assets.com/books/1322032145m/13097901.jpg,Young Adult|Romance|Contemporary|Realistic Fiction
6487,Steve Krug,2000.0,Don't Make Me Think: A Common Sense Approach to Web Usability,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Mystery
6488,Charlaine Harris,1996.0,"Shakespeare's Landlord (Lily Bard, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Science Fiction|Fantasy|Dragons|Fiction|Science Fiction Fantasy
6489,Jennifer L. Armentrout,2012.0,"Shadows (Lux, #0.5)",eng,https://images.gr-assets.com/books/1328414465m/13183957.jpg,Historical|Historical Fiction|Young Adult|Adventure|Historical|Adventure|Pirates|Fiction
6490,Orson Scott Card,2010.0,"Pathfinder (Pathfinder, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Fantasy|Dragons|Christian|Young Adult|Christian Fiction|Fiction
6491,Lindy West,2016.0,Shrill: Notes from a Loud Woman,eng,https://images.gr-assets.com/books/1460015959m/29340182.jpg,Fantasy|Fantasy|Urban Fantasy|Fiction
6492,Anne Bishop,2000.0,"Queen of the Darkness (The Black Jewels, #3)",,https://images.gr-assets.com/books/1325423531m/47959.jpg,Horror|Young Adult|Fantasy|Paranormal|Fantasy
6493,Harper Sloan,2013.0,"Axel (Corps Security, #1)",,https://images.gr-assets.com/books/1395241107m/21518647.jpg,Sequential Art|Manga|Fantasy|Romance|Manga|Shojo|Sequential Art|Graphic Novels
6494,Julie James,2011.0,"A Lot like Love (FBI/US Attorney, #2)",eng,https://images.gr-assets.com/books/1284384506m/8419428.jpg,Fantasy|Christian|Fantasy|Dragons|Christian Fiction|Young Adult|Fiction
6495,"Jim Kjelgaard, Carl Pfeuffer",1945.0,"Big Red (Big Red, #1)",,https://images.gr-assets.com/books/1320551723m/123170.jpg,Science|Nonfiction|Science|Physics|Science|Popular Science
6496,Caleb Carr,1997.0,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)",en-US,https://images.gr-assets.com/books/1433066571m/767307.jpg,Fantasy|Romance|Romance|Fantasy Romance|Fantasy|Magic|Fantasy|Paranormal|Romance|Paranormal Romance|Fairies|Fae
6497,George R.R. Martin,2011.0,"A Dance with Dragons: After the Feast (A Song of Ice and Fire #5, Part 2 of 2)",eng,https://images.gr-assets.com/books/1327932256m/13337716.jpg,Realistic Fiction|Young Adult|Childrens|Middle Grade|Fiction|Childrens
6498,Mercer Mayer,1983.0,I Was So Mad,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical|Historical Fiction|Fiction|Historical|Historical|Medieval
6499,Arthur Conan Doyle,1892.0,"Silver Blaze (The Memoirs of Sherlock Holmes, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Fiction|Humor|Mystery|Humor|Comedy
6500,Augusten Burroughs,2000.0,Sellevision,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Romance|Fantasy|Paranormal|Angels|Paranormal|Vampires
6501,Agatha Christie,1949.0,Crooked House,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics|Short Stories|Fiction|Fantasy|Childrens|Fantasy|Fairy Tales|Literature|19th Century|Literature|European Literature|Irish Literature|European Literature|British Literature
6502,T.H. White,1938.0,"The Sword in the Stone (The Once and Future King, #1)",eng,https://images.gr-assets.com/books/1355212194m/316845.jpg,Romance|Romance|Contemporary Romance|Contemporary
6503,Jaclyn Moriarty,2003.0,"The Year of Secret Assignments (Ashbury/Brookfield, #2)",eng,https://images.gr-assets.com/books/1388634474m/82780.jpg,Mystery|Classics|Fiction|Mystery|Crime|Thriller
6504,Anne Rice,2014.0,"Prince Lestat (The Vampire Chronicles, #11)",eng,https://images.gr-assets.com/books/1394635385m/21412673.jpg,Classics|Horror|Short Stories|Fiction|Mystery
6505,L.M. Montgomery,1926.0,"The Blue Castle ",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical|Historical Fiction|Fiction|Cultural|Ireland|European Literature|Irish Literature|Historical|Mystery
6506,Cecelia Ahern,2008.0,The Gift,en-GB,https://images.gr-assets.com/books/1286019892m/4279056.jpg,Young Adult|Mystery
6507,Dean Koontz,2013.0,"Deeply Odd (Odd Thomas, #6)",eng,https://images.gr-assets.com/books/1364250954m/15797722.jpg,Fiction|Historical|Historical Fiction|Novels|Abandoned
6508,"Alan Moore, Stephen R. Bissette, John Totleben, Rick Veitch, Ramsey Campbell",1983.0,"Swamp Thing, Vol. 1: Saga of the Swamp Thing",eng,https://images.gr-assets.com/books/1393967527m/102324.jpg,European Literature|German Literature|Classics|Fiction|Cultural|Germany|Academic|School|Literature|Novels|Short Stories|Novella|Academic|Read For School
6509,Arthur C. Clarke,1997.0,"3001: The Final Odyssey (Space Odyssey, #4)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical|Historical Fiction|Young Adult|Adventure|Historical|Adventure|Pirates|Fiction
6510,Dennis Lehane,1999.0,"Prayers for Rain (Kenzie & Gennaro, #5)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Young Adult|Science Fiction|Time Travel|Fantasy|Paranormal
6511,Alyson Noel,2010.0,"The Immortals Boxed Set (The Immortals, #1-3)",,https://images.gr-assets.com/books/1311995373m/7701275.jpg,Fiction|Mystery|Suspense|Action
6512,Agatha Christie,1962.0,"The Mirror Crack'd from Side to Side (Miss Marple, #9)",eng,https://images.gr-assets.com/books/1466335226m/16372.jpg,History|Classics|Nonfiction|Biography|History|Ancient History|Historical|Literature|Ancient|Roman|Politics|Humanities|Classical Studies
6513,Lara Adrian,2009.0,"Shades of Midnight (Midnight Breed, #7)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Fantasy|Fantasy|Mythology|Romance|Fantasy|Paranormal
6514,Jan Brett,1997.0,The Hat,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,History|Nonfiction|War|War|Military Fiction|War|World War II|Military|Military History
6515,Kasie West,2013.0,"Pivot Point (Pivot Point, #1)",eng,https://images.gr-assets.com/books/1356020486m/11988046.jpg,Nonfiction|Animals|Animals|Dogs|Autobiography|Memoir|War|War|Military Fiction
6516,"Henning Mankell, Laurie Thompson",1992.0,"The Dogs of Riga (Kurt Wallander, #2)",eng,https://images.gr-assets.com/books/1341858828m/39795.jpg,Fiction|Literature|Classics|Cultural|Greece
6517,Paolo Bacigalupi,2015.0,The Water Knife,eng,https://images.gr-assets.com/books/1411059576m/23209924.jpg,Romance|Romance|Contemporary Romance|Fiction|Romance|Romantic Suspense|Contemporary|Mystery
6518,Karl Weber,2009.0,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Magic|Fantasy|Mythology|Fantasy|Supernatural
6519,Catherine Coulter,1996.0,The Cove  (FBI Thriller #1),en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Spy Thriller|Espionage|Mystery|Contemporary
6520,Robert Crais,1987.0,"The Monkey's Raincoat (Elvis Cole, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Historical|Historical Fiction|Womens Fiction|Chick Lit|Politics
6521,Herman Wouk,1951.0,The Caine Mutiny,en-US,https://images.gr-assets.com/books/1410224968m/368772.jpg,Fantasy|Fantasy|Mythology|Young Adult
6522,Becca Fitzpatrick,2014.0,Black Ice,,https://images.gr-assets.com/books/1414369023m/21943246.jpg,Poetry|Childrens|Fiction|Young Adult|Realistic Fiction|Childrens|Middle Grade
6523,James Lee Burke,1987.0,"The Neon Rain (Dave Robicheaux, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics|Cultural|France|Poetry|European Literature|French Literature|Fiction|Childrens|Short Stories
6524,"Thomas à Kempis, William Benham",1418.0,The Imitation of Christ,,https://images.gr-assets.com/books/1320442968m/851393.jpg,Fantasy|Young Adult|Paranormal|Fairies|Romance
