book_id,title,book_rating,genres
46661,The Book of Joe,3.95,European Literature|Polish Literature|Fantasy|Paranormal|Angels
68380,Dragonlance Chronicles (Dragonlance #1-3),4.21,Young Adult|Fiction|Contemporary
1003761,"Beauty Pop, Vol. 1 (Beauty Pop, #1)",4.15,Young Adult|Realistic Fiction|Fiction|Contemporary|Young Adult|Teen
79879,From Head to Toe,4.18,Romance|Historical|Historical Fiction|Romance|Historical Romance|Historical|Regency|Historical|Fiction
48758,Boy Meets Girl: Say Hello to Courtship,3.78,Young Adult|Fantasy|Paranormal|Romance|Fantasy|Mystery
21328,"Fables, Vol. 6: Homelands",4.3,Fiction|Historical|Historical Fiction|War|Military Fiction|War|Leadership
20761374,"Reasonable Doubt: Volume 1 (Reasonable Doubt, #1)",4.13,Young Adult|Realistic Fiction|Fiction|Sociology|Abuse|Contemporary|Young Adult|Teen
2924318,"Home (Gilead, #2)",3.97,Fiction|Literature|Jewish|Historical|Historical Fiction|Classics|Literature|Novels|Cultural|Poland
23647129,For the Love: Fighting for Grace in a World of Impossible Standards,4.1,Fantasy|Young Adult|Fantasy|Paranormal|Fiction
16299256,"The Game Changer (The Perfect Game, #2)",4.11,Young Adult|Contemporary|Romance|Womens Fiction|Chick Lit|Realistic Fiction
18775297,"Sweet Filthy Boy (Wild Seasons, #1)",4.16,Science Fiction|Fiction|Horror
44133,The Winter's Tale,3.69,History|Nonfiction|Biography|Adventure|Travel
3437328,The Temporal Void,4.24,Fantasy|Science Fiction|Fiction
19536001,"Sex Criminals, Vol. 1: One Weird Trick",3.99,Historical|Historical Fiction|Fiction|Historical|Historical|Medieval
31157,"The Rising: Antichrist is Born  (Before They Were Left Behind, #1)",4.18,Self Help|Nonfiction
16070143,"Teardrop (Teardrop, #1)",3.65,Mystery|Fiction|Thriller|Young Adult|Thriller|Mystery Thriller|Contemporary
6495359,"The Scarpetta Factor (Kay Scarpetta, #17)",3.67,Fantasy|Young Adult|Romance|Fantasy|Magic|Young Adult|Young Adult Fantasy
20443235,"The Winner's Kiss (The Winner's Trilogy, #3)",4.29,Science Fiction|Cultural|France|Fiction|Classics
17377032,"Bad Things (Tristan & Danika, #1)",4.33,Romance|Contemporary|Young Adult|Humor|Young Adult|High School|Humor|Funny|Womens Fiction|Chick Lit|Fiction|Did Not Finish|Realistic Fiction
77449,"Here be Dragons (Welsh Princes, #1)",4.3,Romance|Contemporary|Adult|Young Adult|New Adult|Fiction|Mystery|Romance|Love Story|Novels
9762,Loving What Is: Four Questions That Can Change Your Life,4.15,Young Adult|Fiction|New Adult|Contemporary|Adult|Romance|Contemporary Romance|Romance|Novels|Romance|Love Story|Womens Fiction|Chick Lit
11824,The Whipping Boy,3.54,New Adult|Fiction|Contemporary|Adult|Novels
31538635,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",4.22,Science Fiction|Time Travel|Fantasy|High Fantasy|Speculative Fiction
48811,Nancy Drew: #1-64,4.19,Fantasy|Dungeons and Dragons|Dragonlance|Fiction|Science Fiction Fantasy|Fantasy|Epic Fantasy
275245,Pygmalion and Three Other Plays,4.01,Fiction|Science Fiction|Dystopia|Science Fiction|Apocalyptic|Post Apocalyptic
35430,"Path of Destruction (Star Wars: Darth Bane, #1)",4.25,Romance|Paranormal Romance|Paranormal|Vampires|Fantasy|Paranormal|Romance|Fantasy|Urban Fantasy|Fantasy
23743603,Miramont's Ghost,3.34,Fantasy|Young Adult|Fiction|Childrens
10401084,"Storm (Elemental, #1)",3.96,Mystery|Fantasy|Paranormal|Fantasy|Fantasy|Urban Fantasy|Fiction|Fantasy|Supernatural
9462775,"The Last Little Blue Envelope (Little Blue Envelope, #2)",3.86,Fantasy|Young Adult|Fiction|Childrens|Childrens|Middle Grade|Magical Realism
16884,The Making of the Atomic Bomb,4.32,Thriller|Fiction|Mystery|Action|Suspense
7979073,Minding Frankie,3.78,Poetry|Classics|European Literature|Italian Literature|Historical|Medieval|Fiction|Literature
95607,Unveiled: Tamar (Lineage of Grace #1),4.26,Science Fiction|Fantasy|Fiction
92254,"Angels in America, Part Two: Perestroika",4.26,Sequential Art|Graphic Novels|Sequential Art|Comics|Horror|Horror|Zombies|Fiction
92373,The Third Twin,3.64,Fiction|Classics|Novels|Literature|Literature|American
99219,"The Butlerian Jihad (Legends of Dune, #1)",3.57,Poetry|Classics|Fiction|Animals|Cats|Animals
181206,The 80/20 Principle: The Secret to Achieving More with Less,3.99,Fiction|Classics|European Literature|Irish Literature|Cultural|Ireland|Literature
782580,The Complete Poetry and Prose,4.23,Fantasy|Paranormal|Young Adult|Fantasy|Romance|Romance|Paranormal Romance
30008702,Nutshell,3.71,Fiction|Mystery|Thriller|Mystery|Crime|Cultural|France
13619,"Death Note, Vol. 2: Confluence (Death Note, #2)",4.42,Sequential Art|Graphic Novels|Childrens|Middle Grade|Young Adult|Sequential Art|Comics
93371,"Akira, Vol. 1",4.36,Nonfiction|Self Help|Audiobook
243601,"Imperium: A Novel of Ancient Rome (Cicero, #1)",4.05,Fiction|Historical|Historical Fiction|Cultural|Africa|Southern Africa|South Africa
40722,The Sportswriter,3.7,Fiction|Thriller|Action|Spy Thriller|Espionage
47620,"Grim Tuesday (The Keys to the Kingdom, #2)",3.86,Fantasy|Fiction|Fantasy|Urban Fantasy|Magical Realism|Science Fiction|Steampunk
7963189,Le bleu est une couleur chaude,3.92,Fiction|Mystery|Crime|Mystery|Thriller
25489012,The Road to Little Dribbling: Adventures of an American in Britain,3.71,Fiction|Young Adult|Childrens|Mystery
15942636,"The Firebird (Slains, #2)",4.08,Fiction|Short Stories|Classics|Literature
1753714,"Gakuen Alice, Vol. 01 (Gakuen Alice, #1)",4.23,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Romance|Romance|Paranormal Romance|Anthologies|Shapeshifters|Werewolves
63832,Blue Highways,4.0,History|Nonfiction|Military History|Civil War|Crime|True Crime|North American Hi...|American History
31181,Breathing Lessons,3.66,Romance|Asian Literature|Indonesian Literature|Novels|Fiction
112200,Selected Poems,4.16,Feminism|Nonfiction|Politics|History
219499,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories ,3.96,Fantasy|Young Adult|Fiction
1055617,The Miracle of Forgiveness,4.37,Nonfiction|Cultural|China|History|Cultural|Asia|Biography|Womens
6718608,Juliet,3.9,Fantasy|Paranormal|Young Adult|Fantasy|Fantasy|Magic|Romance|Romance|Paranormal Romance
9394010,The Darkest Secret (Lords of the Underworld #7),4.32,Fantasy|Paranormal|Paranormal|Vampires|Fantasy|Romance|Romance|Paranormal Romance|Fantasy|Urban Fantasy
23602473,God Help the Child,3.7,Fantasy|Historical|Historical Fiction|Fiction|Romance
2795053,"The Umbrella Academy, Vol. 1: The Apocalypse Suite",3.97,Fantasy
13605723,"Sentinel (Covenant, #5)",4.49,Fiction|Asian Literature|Indian Literature|Cultural|India
98233,Founders at Work: Stories of Startups' Early Days,3.94,Romance|New Adult|Science Fiction|Dystopia|Romance|Contemporary Romance
16045855,"Crush (Crush, #1)",3.97,Fantasy|Fantasy|Paranormal|Young Adult
2331954,"Infected (Infected, #1)",3.85,Thriller|Mystery|Crime|Mystery|Cultural|France|Fiction
15777621,This Song Will Save Your Life,3.95,Novels
765811,The Women of Brewster Place,4.13,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Shapeshifters|Werewolves|Romance|Romance|Paranormal Romance
23017947,"Ms. Marvel, Vol. 2: Generation Why",4.14,Young Adult|Contemporary|New Adult|Romance|Love Story|Fiction|Adult|Novels
56480,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,4.15,Classics|Fiction|Literature|18th Century|Romance|Historical|Historical Fiction
13406425,"Burn for Burn (Burn for Burn, #1)",3.87,Childrens|Fantasy|Paranormal|Vampires|European Literature|German Literature
10131648,The Greater Journey: Americans in Paris,3.9,Fiction|Poetry|Short Stories|Literature|Humor
429883,"The Hidden City (The Tamuli, #3)",3.97,Fiction|Historical|Historical Fiction|Historical|Horror|Fantasy
22915460,The Glassblower,3.87,Historical|Historical Fiction|Fiction|Historical|Adventure
12712435,Seating Arrangements,3.02,Fiction|Historical|Historical Fiction|Novels|Literature|Religion
6750,The Broom of the System,3.84,Fiction|Thriller|Mystery|Science Fiction|Suspense
5082599,Practice Makes Perfect (Berkley Sensation),3.99,Fantasy|Fantasy|Fairy Tales|Young Adult|Childrens|Middle Grade|Romance|Retellings
81524,"The Dark Hills Divide (The Land of Elyon, #1)",3.71,Fiction|Classics|Cultural|France|Literature
17331518,"Fracture Me (Shatter Me, #2.5)",3.77,Romance|Young Adult|Contemporary|New Adult
25251757,You Will Know Me,3.45,Historical|Historical Fiction|Young Adult|Fiction|Historical|Childrens
119829,The Sunne in Splendour,4.4,Fantasy|Paranormal|Fantasy|Fairies|Fae|Romance|Paranormal Romance|Romance|Paranormal|Vampires|Fantasy|Magic
384597,Arcadia,4.19,Fiction|European Literature|Italian Literature|Novels
16109080,An Innocent Client,4.16,Classics|Fiction|Romance|Short Stories|European Literature|German Literature
918789,West Side Story,4.12,Nonfiction|Feminism|Writing|Essays
24870,"The Masterharper of Pern (Pern, #15)",4.22,Fiction|Mystery|Thriller|Mystery|Crime
2272880,The Drunkard's Walk: How Randomness Rules Our Lives,3.88,Poetry|Feminism|Nonfiction
13097901,"Merry Christmas, Alex Cross (Alex Cross, #19)",3.85,Young Adult|Romance|Contemporary|Realistic Fiction
18197267,Don't Make Me Think: A Common Sense Approach to Web Usability,4.24,Young Adult|Mystery
45020,"Shakespeare's Landlord (Lily Bard, #1)",3.76,Fantasy|Science Fiction|Fantasy|Dragons|Fiction|Science Fiction Fantasy
13183957,"Shadows (Lux, #0.5)",4.16,Historical|Historical Fiction|Young Adult|Adventure|Historical|Adventure|Pirates|Fiction
8100267,"Pathfinder (Pathfinder, #1)",3.98,Fantasy|Fantasy|Dragons|Christian|Young Adult|Christian Fiction|Fiction
29340182,Shrill: Notes from a Loud Woman,4.23,Fantasy|Fantasy|Urban Fantasy|Fiction
47959,"Queen of the Darkness (The Black Jewels, #3)",4.37,Horror|Young Adult|Fantasy|Paranormal|Fantasy
25168121,"Axel (Corps Security, #1)",4.13,Sequential Art|Manga|Fantasy|Romance|Manga|Shojo|Sequential Art|Graphic Novels
8419428,"A Lot like Love (FBI/US Attorney, #2)",4.09,Fantasy|Christian|Fantasy|Dragons|Christian Fiction|Young Adult|Fiction
123170,"Big Red (Big Red, #1)",4.11,Science|Nonfiction|Science|Physics|Science|Popular Science
767307,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)",3.94,Fantasy|Romance|Romance|Fantasy Romance|Fantasy|Magic|Fantasy|Paranormal|Romance|Paranormal Romance|Fairies|Fae
13337716,"A Dance with Dragons: After the Feast (A Song of Ice and Fire #5, Part 2 of 2)",4.41,Realistic Fiction|Young Adult|Childrens|Middle Grade|Fiction|Childrens
386421,I Was So Mad,4.21,Historical|Historical Fiction|Fiction|Historical|Historical|Medieval
6224895,"Silver Blaze (The Memoirs of Sherlock Holmes, #1)",4.18,Fantasy|Fiction|Humor|Mystery|Humor|Comedy
25657,Sellevision,3.54,Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Romance|Fantasy|Paranormal|Angels|Paranormal|Vampires
16315,Crooked House,3.98,Classics|Short Stories|Fiction|Fantasy|Childrens|Fantasy|Fairy Tales|Literature|19th Century|Literature|European Literature|Irish Literature|European Literature|British Literature
316845,"The Sword in the Stone (The Once and Future King, #1)",3.92,Romance|Romance|Contemporary Romance|Contemporary
82780,"The Year of Secret Assignments (Ashbury/Brookfield, #2)",3.9,Mystery|Classics|Fiction|Mystery|Crime|Thriller
21412673,"Prince Lestat (The Vampire Chronicles, #11)",3.76,Classics|Horror|Short Stories|Fiction|Mystery
95693,The Blue Castle ,4.23,Historical|Historical Fiction|Fiction|Cultural|Ireland|European Literature|Irish Literature|Historical|Mystery
4279056,The Gift,3.68,Young Adult|Mystery
15797722,"Deeply Odd (Odd Thomas, #6)",4.01,Fiction|Historical|Historical Fiction|Novels|Abandoned
102324,"Swamp Thing, Vol. 1: Saga of the Swamp Thing",4.2,European Literature|German Literature|Classics|Fiction|Cultural|Germany|Academic|School|Literature|Novels|Short Stories|Novella|Academic|Read For School
63432,"3001: The Final Odyssey (Space Odyssey, #4)",3.49,Historical|Historical Fiction|Young Adult|Adventure|Historical|Adventure|Pirates|Fiction
21683,"Prayers for Rain (Kenzie & Gennaro, #5)",4.08,Fantasy|Young Adult|Science Fiction|Time Travel|Fantasy|Paranormal
7701275,"The Immortals Boxed Set (The Immortals, #1-3)",4.28,Fiction|Mystery|Suspense|Action
16372,"The Mirror Crack'd from Side to Side (Miss Marple, #9)",3.89,History|Classics|Nonfiction|Biography|History|Ancient History|Historical|Literature|Ancient|Roman|Politics|Humanities|Classical Studies
6481245,"Shades of Midnight (Midnight Breed, #7)",4.28,Young Adult|Fantasy|Fantasy|Mythology|Romance|Fantasy|Paranormal
196951,The Hat,4.25,History|Nonfiction|War|War|Military Fiction|War|World War II|Military|Military History
11988046,"Pivot Point (Pivot Point, #1)",4.08,Nonfiction|Animals|Animals|Dogs|Autobiography|Memoir|War|War|Military Fiction
39795,"The Dogs of Riga (Kurt Wallander, #2)",3.72,Fiction|Literature|Classics|Cultural|Greece
23209924,The Water Knife,3.83,Romance|Romance|Contemporary Romance|Fiction|Romance|Romantic Suspense|Contemporary|Mystery
6506085,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It",4.19,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Magic|Fantasy|Mythology|Fantasy|Supernatural
342240,The Cove  (FBI Thriller #1),3.86,Young Adult|Spy Thriller|Espionage|Mystery|Contemporary
14404,"The Monkey's Raincoat (Elvis Cole, #1)",3.98,Fiction|Historical|Historical Fiction|Womens Fiction|Chick Lit|Politics
368772,The Caine Mutiny,4.23,Fantasy|Fantasy|Mythology|Young Adult
21943246,Black Ice,3.88,Poetry|Childrens|Fiction|Young Adult|Realistic Fiction|Childrens|Middle Grade
55022,"The Neon Rain (Dave Robicheaux, #1)",3.98,Classics|Cultural|France|Poetry|European Literature|French Literature|Fiction|Childrens|Short Stories
851393,The Imitation of Christ,4.19,Fantasy|Young Adult|Paranormal|Fairies|Romance
13560262,"Avoiding Responsibility (Avoiding, #2)",4.07,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Paranormal|Witches|Fantasy|Magic
237665,Kitten's First Full Moon,4.07,Paranormal|Vampires|Young Adult|Fantasy|Fantasy|Paranormal
28862528,"Saga, Vol. 6 (Saga, #6)",4.49,Horror|Fantasy|Fiction
143761,"A Good Yarn (Blossom Street, #2)",4.11,Fiction|Historical|Historical Fiction|World War II|Holocaust|Cultural|Hungary|European Literature|Hungarian Literature
7776678,"Naked Heat (Nikki Heat, #2)",3.75,Fantasy|Young Adult|Romance
72978,Titus Andronicus,3.71,Poetry|Classics|Medievalism|Romanticism|Literature|18th Century|Literature|Fiction|European Literature|British Literature|Literature|English Literature|Academic|School|Literature|19th Century
3099780,"The Initiation / The Captive Part I (The Secret Circle, #1-2)",3.96,Romance|Romance|Contemporary Romance|Contemporary|Humor|Funny
125564,"Night of the Living Dummy (Goosebumps, #7)",3.8,Fantasy|Young Adult|Short Stories|Fantasy|Paranormal|Fantasy|Urban Fantasy
78989,"Shall We Tell the President? (Kane & Abel, #3)",3.69,
6344832,"Grave Secret (Harper Connelly, #4)",3.94,Young Adult|Contemporary|Realistic Fiction|Fiction
334286,Equus,3.94,Science Fiction|Fiction|Apocalyptic|Post Apocalyptic|Science Fiction|Dystopia|Cultural|France|Science Fiction|Apocalyptic
13817,"Shards of a Broken Crown (The Serpentwar Saga, #4)",3.99,Fantasy|Young Adult|Fantasy|Dragons|Fiction|Childrens
17722973,"The Enchantress Returns (The Land of Stories, #2)",4.49,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Fantasy|Paranormal|Shapeshifters|Fantasy|Urban Fantasy
23485372,"The Master Magician (The Paper Magician Trilogy, #3)",3.82,Historical|Historical Fiction|Young Adult|Adventure|Historical|Fiction|Adventure|Pirates
15746,One Door Away from Heaven,3.95,Fiction|Historical|Historical Fiction
7491418,"Love in the Afternoon (The Hathaways, #5)",4.2,Fantasy|Young Adult|Childrens|Adventure|Fantasy|Magic
1395209,"Attack of the Fiend (The Last Apprentice / Wardstone Chronicles, #4)",4.19,Science|Nonfiction|Science|Physics|Biography|Philosophy|Writing|Essays
14165516,"The Marriage Trap (Marriage to a Billionaire, #2)",3.9,Fantasy|Mythology|Young Adult|Fantasy|Mythology|Greek Mythology|Romance
246468,The Jordan Rules,4.23,Fantasy|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Fiction|Fantasy|Dragons
2897258,The Heretic Queen,4.21,Classics|Literature
313620,"If You Want to Walk on Water, You've Got to Get Out of the Boat",4.13,Fantasy|Young Adult|Fiction|Horror
4332082,The Piano Teacher,3.32,Self Help|Psychology|Nonfiction|Self Help|Personal Development
48834,I Have Lived a Thousand Years,4.17,Nonfiction|Art|Adult
11104933,Willpower: Rediscovering the Greatest Human Strength,3.95,European Literature|Romanian Literature|Classics|Fiction|War
7907680,"Secrets to the Grave (Oak Knoll, #2)",4.09,Sequential Art|Comics|Sequential Art|Graphic Novels|Superheroes|Marvel|Comics|Superheroes|Comics|Comic Book|Graphic Novels Comics|Marvel|X Men
9424367,"Prized (Birthmarked, #2)",3.99,Fiction|Classics|Literature|Novels|European Literature|British Literature|Literature|20th Century|Literary Fiction|Literature|English Literature|Literature|19th Century|European Literature|Polish Literature
76660,"With a Tangled Skein (Incarnations of Immortality, #3)",3.98,Plays|Historical|Historical Fiction|Drama|Fiction|Classics|Plays|Theatre|Historical
14964,Body Surfing,3.31,Nonfiction|History|Humor|Humanities|Language|Humanities|Linguistics
7628,The Good Soldier,3.72,Historical|Historical Fiction|Historical|Fiction|English History|Tudor Period|European Literature|British Literature|Romance|Adult|Romance|Historical Romance|Adult Fiction|Cultural|Scotland
28484,"Into the Labyrinth (The Death Gate Cycle, #6)",4.09,Romance|Science Fiction|Science Fiction|Aliens|Adult Fiction|Erotica|Fantasy|Paranormal|Romance|Paranormal Romance
74821,"Day by Day Armageddon (Day by Day Armageddon,#1)",4.01,Romance|Fantasy|Fantasy|Mythology|Romance|Paranormal Romance|Fantasy|Paranormal
1129315,The Berenstain Bears' Trouble at School,4.19,Mystery|Drama|Contemporary|Adult|Fiction|Young Adult
6907672,The Talisman (Volume 1): The Road of Trials,4.34,Fantasy|Fantasy|Dragons|Young Adult|Romance|Fiction|Fantasy|Magic
96472,"Sundiver (The Uplift Saga, #1)",3.65,Christian|Christian Fiction|Young Adult|Romance|Contemporary
66857,Moab Is My Washpot (Memoir #1),3.98,Fiction|Contemporary|Womens Fiction|Chick Lit
25313804,"Hardline (Hacker, #3)",4.26,Young Adult|Contemporary|Romance|Music|Fiction
37297,"Eyes of Prey (Lucas Davenport, #3)",4.18,Fantasy|Fiction|Childrens|Middle Grade|Childrens|Adventure
11512688,"The Dead of Night (The 39 Clues: Cahills vs. Vespers, #3)",4.16,Fantasy|Fantasy|Epic Fantasy|Fiction|Fantasy|High Fantasy|Fantasy|Magic
263172,"Kissing Coffins (Vampire Kisses, #2)",3.87,Young Adult|Fiction|Realistic Fiction|Childrens|Childrens|Middle Grade
7519640,War,4.22,Fiction|Contemporary|Literary Fiction
8563789,Where Things Come Back,3.81,Fantasy|Young Adult|Romance
14963,A Wedding in December,3.08,Fiction|Historical|Historical Fiction|Cultural|France|Roman
131304,Big Bang: The Origin of the Universe,4.14,Fiction|Young Adult|Young Adult|Coming Of Age
107007,"The League of Extraordinary Gentlemen, Vol. 2",3.94,Fantasy|Fiction|Childrens|Classics
83083,"Birds of a Feather (Maisie Dobbs, #2)",3.95,Fiction|Historical|Historical Fiction|Humor|Novels|Historical|Literature
714711,You Can Win: A Step by Step Tool for Top Achievers,3.83,Philosophy|Religion|Nonfiction|Classics|Religion|Theology|Religion|Christianity|Spirituality
10551947,"The Outcasts (Brotherband Chronicles, #1)",4.37,Fantasy|Dungeons and Dragons|Forgotten Realms|Fiction
520738,On Ugliness,3.88,Historical|Historical Fiction|Fiction
35210,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,3.8,Young Adult|Fantasy|Paranormal|Fantasy
985386,"Case Closed, Vol. 1",4.36,Fantasy|Paranormal|Romance|Paranormal|Angels|Fantasy|Young Adult|Romance|Paranormal Romance
79428,The Abolition of Man,4.07,Fantasy|Childrens|Middle Grade|Young Adult|Fiction|Adventure|Childrens
432020,"Yu Yu Hakusho, Volume 1: Goodbye, Material World! (Yu Yu Hakusho, #1)",4.29,Young Adult|Mystery|Thriller|Fiction
15849910,"The King's Curse (The Plantagenet and Tudor Novels, #7)",3.98,Romance|Romance|Contemporary Romance|Contemporary
45110,"Shaman's Crossing (Soldier Son, #1)",3.42,Fantasy|Young Adult|Fiction|Fantasy|Magic
223462,Gods in Alabama,3.86,Young Adult|Romance|Contemporary|Womens Fiction|Chick Lit|Realistic Fiction
6193821,"U Is for Undertow (Kinsey Millhone, #21)",3.93,Romance|Romance|Contemporary Romance|Contemporary|Adult
111023,"Passage to Dawn (Forgotten Realms: Legacy of the Drow, #4; Legend of Drizzt, #10)",4.07,Fantasy|Supernatural|Young Adult|Fantasy|Young Adult|High School
295649,"Bloody Jack (Bloody Jack, #1)",4.11,Romance|Dark|Did Not Finish|New Adult|Contemporary
27220736,Shoe Dog: A Memoir by the Creator of NIKE,4.46,
16029043,"The One You Love (Emma Holden Suspense Mystery, #1)",3.39,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal
109367,"Survivor In Death (In Death, #20)",4.38,Science Fiction|Cultural|Russia|Fiction|Science Fiction|Dystopia|Literature|Russian Literature
147941,Figure Drawing for All It's Worth (How to draw and paint),3.99,Historical|Historical Fiction|Fiction|Fantasy|Mythology|Historical|Romance
25337939,Affinity,3.73,Young Adult|Romance|Contemporary|Womens Fiction|Chick Lit
129947,The Water is Wide: A Memoir,4.09,Fiction|Womens Fiction|Chick Lit|American|Southern|Romance
41710,"Iceberg (Dirk Pitt, #3)",3.83,Womens Fiction|Chick Lit|Fiction|Fantasy|Romance
59715,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,4.73,Spirituality|Self Help|Nonfiction
343881,Cloudstreet,3.97,Romance|Romance|Paranormal Romance|Science Fiction|Time Travel|Fantasy|Paranormal|Romance|Historical Romance|Fantasy
179735,The Girl Next Door,3.95,Classics|Romance|Fiction|Historical|Medieval|Mythology|Arthurian
12839,A Separate Reality,4.06,Mystery|Classics|Fiction|Short Stories|Mystery|Crime
25365,Out,3.93,Classics|Fiction|European Literature|Spanish Literature
543086,Tom's Midnight Garden,4.05,Young Adult|Mystery|Realistic Fiction|Fiction|Lgbt|Contemporary
17563080,"Murder of Crows (The Others, #2)",4.31,Historical|Historical Fiction|Fantasy|Young Adult|Fiction|Historical
17334079,"What Really Happened in Peru (The Bane Chronicles, #1)",3.74,Fantasy|Young Adult|Romance|Fantasy|Magic
92871,"Brothers Majere (Dragonlance: Preludes, #3)",4.08,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency|Fiction
17333302,"Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers",3.88,Poetry|Fiction|Humor|Classics|Animals
12527,Pilgrim at Tinker Creek,4.1,Fantasy|Animals
13878,"Prince of the Blood (Krondor's Sons, #1)",3.94,Classics|Fiction|Humor|Short Stories|Literature|Religion
359581,The Courts of Chaos (The Chronicles of Amber #5),4.19,Fantasy|Young Adult|Fantasy|Magic|Fantasy|Paranormal
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",3.99,Sequential Art|Manga|Fantasy|Sequential Art|Graphic Novels|Sequential Art|Comics|Manga|Shonen
24796,Zorro,3.75,Young Adult|Fiction|Realistic Fiction|Historical|Historical Fiction|Childrens|Middle Grade
49322,The Introvert Advantage: How to Thrive in an Extrovert World,3.88,Young Adult|Mystery|Thriller|Adventure|Fiction|Christian
102956,"Preacher, Volume 5: Dixie Fried",4.29,Mystery|Fiction|Humor|Womens Fiction|Chick Lit|Romance
31491,The Rainbow,3.67,Science Fiction|Space|Space Opera|Fiction|War|Military Fiction
35805,"The Capture (Guardians of Ga'Hoole, #1)",3.88,Historical|Historical Fiction|Christian Fiction|Fiction|Christian|Historical
8727466,Why We Get Fat: And What to Do About It,4.04,Fantasy|Young Adult|Fantasy|Urban Fantasy|Fiction
410445,"T is for Trespass (Kinsey Millhone, #20)",3.91,Young Adult|Contemporary|Romance|Realistic Fiction
95395,"Preacher, Volume 4: Ancient History",4.25,Horror|Zombies|Horror|Young Adult|Romance|Science Fiction|Dystopia
29036,The Great Influenza: The Story of the Deadliest Pandemic in History,3.95,Fantasy|Paranormal|Romance|Paranormal Romance|Paranormal|Shapeshifters|Romance|Fantasy|Urban Fantasy
79421,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,4.33,Autobiography|Memoir|Nonfiction|Biography|Biography Memoir
18693743,"Prince of Fools (The Red Queen's War, #1)",4.07,Crime|True Crime|Nonfiction|Mystery|Crime|Mystery
6551,Herzog,3.79,Nonfiction|History|Science|Technology|Computer Science|Computers|Science|Computer Science|Science
12792658,"UnSouled (Unwind, #3)",4.23,Fiction|Fantasy|Young Adult|Disability
95747,The Miracle of Mindfulness: An Introduction to the Practice of Meditation,4.26,Young Adult|Mystery|Fantasy|Fantasy|Paranormal|Fiction
120840,David Gets In Trouble,4.22,Fiction|Feminism|Historical|Historical Fiction|Young Adult|Contemporary
272264,"The Face Of Deception (Eve Duncan, #1)",4.07,Young Adult|Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Romance|Fiction|Shapeshifters|Werewolves|Fantasy|Supernatural|Childrens|Middle Grade|Young Adult|Teen
5755,The Language Instinct: How the Mind Creates Language,4.05,Nonfiction|Writing|Essays|Humor|Short Stories|Philosophy
20312459,Descent,3.59,Fantasy|Romance|Fiction|Fantasy|Magic|Fantasy|Dark Fantasy
780845,"Black Cat, Volume 01",4.08,Mystery|Fiction|Mystery|Crime|Classics
12982393,Dare Me,3.23,Classics|Fiction|Short Stories|Literature
10549501,"Last Breath (The Morganville Vampires, #11)",4.32,Fantasy|Fiction|Fantasy|Epic Fantasy|Adventure
128711,The Yacoubian Building,3.65,Fiction|Mystery|Crime|Thriller|Mystery|Thriller|Mystery Thriller
2176873,Martha Stewart's Cookies: The Very Best Treats to Bake and to Share,4.04,Young Adult|New Adult|Did Not Finish
7432,"Pardonable Lies (Maisie Dobbs, #3)",4.09,Fantasy|Paranormal|Young Adult|Fantasy|Romance|Paranormal|Demons|Romance|Paranormal Romance
65091,"The Frog Princess (Tales of the Frog Princess, #1)",3.81,Science Fiction|Fiction|Fantasy
29034,Twelve Angry Men,4.07,Adult|New Adult|Poetry|Fiction|Young Adult|Contemporary
5599692,Batman: Whatever Happened to the Caped Crusader?,3.97,Fiction|Classics|Historical|Historical Fiction|European Literature|British Literature
8483233,The Pioneer Woman: Black Heels to Tractor Wheels,3.81,Historical|Historical Fiction|Fiction|Historical
114308,Swimmy,4.13,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Magic
169718,Babbitt,3.64,Historical|Historical Fiction|Fiction|World War II|Holocaust|War|World War II|Historical|War
394469,Suttree,4.18,Fantasy|Science Fiction|Fiction|Lgbt|Romance|M M Romance
6937878,"Love Bites (Vampire Kisses, #7)",4.13,Historical|Historical Fiction|Fiction|Historical|Literature
