books
book_id,book_title,book_rating,genres
,,,Childrens|Childrens|Middle Grade
,,,History|Nonfiction|War|War|World War II|Military|Military History|War|Military Fiction
,,,Historical|Historical Fiction|Thriller
,,,Fantasy|Paranormal|Horror|Paranormal|Ghosts|Fantasy|Romance
,,,Fantasy|Fiction|Science Fiction Fantasy
,,,Sequential Art|Graphic Novels|Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Fantasy
,,,Poetry|Literature|Classics|Nonfiction|Unfinished
,,,Historical|Historical Fiction|American|African American Literature
,,,Historical|Historical Fiction|Fiction|Childrens|Young Adult
,,,Fiction|Fantasy|Childrens
,,,Historical|Historical Fiction|Lds|Lds Fiction|Religion|Christianity|Lds|Fiction
,,,Classics|Fiction|Holiday|Christmas|Short Stories
,,,Mystery|Horror|Fiction|Thriller|Suspense
,,,Poetry
,,,Romance|M M Romance|Romance
,,,Adventure|Classics|Fiction|Thriller
,,,Nonfiction|Autobiography|Memoir|Sociology|Abuse
,,,Poetry|Short Stories|Self Help|Nonfiction|Psychology
,,,Short Stories|European Literature|Spanish Literature|Fiction|Magical Realism|Literature|Latin American Literature
,,,Classics|Nonfiction|Race|Biography|Cultural|African American
,,,Nonfiction|Travel|Autobiography|Memoir|Adventure|Biography
,,,Fantasy|European Literature|German Literature|Young Adult
,,,Mystery|Mystery|Crime|Fiction|Thriller|European Literature|Scandinavian Literature
,,,Historical|Historical Fiction|Romance|Fiction|Historical
,,,Young Adult|Science Fiction|Dystopia|Fantasy|Paranormal|Paranormal|Demons|Paranormal|Angels|Fantasy
,,,Fiction|European Literature|Spanish Literature|Writing|Essays|Literature|Latin American Literature|Cultural|Latin American|Novels|Travel|Literature
,,,History|Nonfiction|Biography|Cultural|Asia|War|Autobiography|Memoir
,,,History
,,,Fantasy|Historical|Historical Fiction|Fiction|Unfinished|Historical Fiction|Historical Fantasy|Historical
,,,Romance|Womens Fiction|Chick Lit|Humor|Funny|Romance|Contemporary Romance|Humor|Contemporary
,,,Young Adult|Fantasy|Fiction|Historical|Romance|Historical|Historical Fiction|Mystery|Historical|Regency
,,,Fiction|Classics|Science Fiction|Fantasy|Science Fiction|Dystopia
,,,
,,,Fantasy|Adventure|Fiction|Childrens|Young Adult
,,,Romance|Contemporary|Romance|Contemporary Romance|Humor|Funny
,,,New Adult|Romance|Academic|College|Contemporary|Did Not Finish
,,,Fiction|Science Fiction|Thriller
,,,Romance|Romance|Contemporary Romance|New Adult|Contemporary
,,,Christian Fiction|Christian|Fiction|Young Adult|Contemporary|Womens Fiction|Chick Lit|Romance
,,,Young Adult|Fantasy|Fantasy|Paranormal|Mystery|Romance|Fantasy|Magic
,,,Fiction|Mystery|Thriller|Suspense|Contemporary|Thriller|Mystery Thriller|Audiobook|Drama|Thriller|Psychological Thriller|Adult
,,,Sequential Art|Manga|Manga|Shojo|Romance|Mystery|Fantasy|Fantasy|Paranormal
,,,Fantasy|Paranormal|Paranormal|Vampires|Fantasy|Romance|Shapeshifters|Werewolves|Paranormal|Witches
,,,Horror
,,,Spirituality|Philosophy|Nonfiction
,,,Romance|Adult Fiction|Erotica|Erotica|Bdsm|Romance|Erotic Romance|Romance|Contemporary Romance|Contemporary
,,,
,,,Young Adult|Fiction|Contemporary|Realistic Fiction|Childrens|Middle Grade
,,,Nonfiction|Science|Psychology|Health|Science|Biology|Self Help
,,,
,,,Autobiography|Memoir|Nonfiction|Biography|Westerns
,,,Nonfiction|New York|Writing|Essays|Travel|Classics
,,,Mystery|Fiction|Sequential Art|Comics|Classics|Short Stories|Sequential Art|Graphic Novels
,,,Self Help|Nonfiction|Self Help|Personal Development|Psychology|Audiobook
,,,Romance|M M Romance|Fantasy|Paranormal|Science Fiction|Romance|Fantasy|Magic
,,,Fantasy|Dungeons and Dragons|Forgotten Realms|Fiction
,,,Dark|Romance|Suspense|Contemporary|Romance|Contemporary Romance
,,,Adult Fiction|Erotica|Erotica|Bdsm|Romance|Romance|Contemporary Romance|Contemporary
,,,Fantasy|Young Adult|Science Fiction|Fiction
,,,Classics|Fiction|Historical|Historical Fiction|Fantasy|Mythology|Arthurian
,,,Nonfiction|Business
,,,Womens Fiction|Chick Lit|Romance|Fiction|Contemporary
,,,Fiction
,,,History|Cultural|Africa|Nonfiction|Politics|History|World History
,,,Nonfiction|Science|Science|Technology|Business|Economics
,,,Fiction|Cultural|Russia|Classics|Literature|Russian Literature|Literature
,,,Nonfiction|Parenting|Adoption|Cultural|China|Cultural|Asia|Literature|Asian Literature|History
,,,Romance|Historical|Historical Fiction
,,,Sequential Art|Graphic Novels|Young Adult|Adventure|Sequential Art|Comics|Action
,,,
,,,Young Adult|Shapeshifters|Werewolves|Fantasy|Paranormal|Romance|Fantasy|Fantasy|Supernatural
,,,Fantasy|Paranormal|Romance|Romance|Paranormal Romance|Fantasy|Fantasy|Magic
,,,Romance|Romantic Suspense|Romance|Romance|Contemporary Romance|Suspense|Contemporary|War|Military Fiction
,,,Romance|M M Romance|Romance|Contemporary
,,,Nonfiction|Cultural|France
,,,Fantasy|Urban Fantasy|Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Fantasy|Magic|Paranormal|Vampires|Fantasy
,,,Culture|Film|Nonfiction|Media Tie In|Movies|Biography
,,,Horror|Novels
,,,Fantasy|Paranormal|Fantasy|Magic|Paranormal|Fairies|Fantasy|Urban Fantasy
,,,Fantasy|Mythology|Fiction|Fantasy|Childrens|Classics|Adventure
,,,Science|Science|Biology|Textbooks|Nonfiction|Reference
,,,Young Adult|Fiction|Mental Health|Mental Illness
,,,
,,,Young Adult|Fiction|Womens Fiction|Chick Lit|Music
,,,Military|Military History
,,,Romance|Romance|Historical Romance|Gothic|Historical|Historical Fiction|Mystery|Fiction|Historical|Gothic|Gothic Romance
,,,Realistic Fiction|Childrens|Middle Grade|Contemporary|Young Adult
,,,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Romance
,,,Fiction|Romance|European Literature|British Literature|Adult Fiction
,,,
,,,Paranormal|Shapeshifters|Romance|Fantasy|Paranormal|Romance|Paranormal Romance
,,,Romance|M M Romance|Mystery
,,,Fantasy|Fantasy|Urban Fantasy|Adventure|Action
,,,Asian Literature|Turkish Literature|Cultural|Turkish
,,,Fantasy|Fiction|Classics
,,,Nonfiction|Biography|Food and Drink|Cooking
,,,Romance|New Adult|Romance|Contemporary Romance|Contemporary
,,,Christian|Religion|Faith|Religion|Christianity|Nonfiction
,,,Fantasy|Young Adult|Fantasy|Paranormal|Romance
,,,Mystery|Thriller|Mystery|Crime|Fiction|Suspense
,,,Amish|Christian Fiction|Amish Fiction|Christian Fiction|Romance|Fiction
,,,Classics|Cultural|Russia|Plays|Literature|Russian Literature|Drama|Fiction
,,,Mystery|Thriller|Adventure|Fiction
,,,Alcohol|Beer
,,,Fiction|Literary Fiction|Contemporary|European Literature|British Literature
,,,Historical|Historical Fiction|Historical|Fiction|Romance
,,,Plays|Classics|Drama|Fiction|Plays|Theatre
,,,Romance|Interracial Romance|Romance|Contemporary|Romance|Contemporary Romance
,,,Romance|Romance|Romantic Suspense|Mystery|Contemporary|Fiction|Romance|Contemporary Romance
,,,Asian Literature|Indonesian Literature|Novels|Literature
,,,Young Adult|Fantasy|Paranormal|Fantasy|Romance|Paranormal|Ghosts
,,,Erotica|Bdsm|Adult Fiction|Erotica|Romance|Contemporary
,,,Humor|Nonfiction|Sequential Art|Graphic Novels|Autobiography|Memoir|Sequential Art|Comics
,,,Fiction|Cultural|India
,,,Romance|Fantasy|Fantasy|Paranormal|Romance|Paranormal Romance|Paranormal|Vampires
,,,Fiction|Romance|Contemporary|Novels|Relationships|Drama|Book Club|Literature|Adult
,,,Horror|Novels
,,,Fantasy|Romance|Paranormal|Angels|Fantasy|Paranormal|Young Adult
,,,Fiction|Cultural|Japan|Asian Literature|Japanese Literature|Contemporary
,,,Sequential Art|Graphic Novels|Sequential Art|Comics|Fantasy|Childrens|Graphic Novels Comics
,,,Urban|Cultural|African American
,,,Romance|Romance|Romantic Suspense|Suspense|Contemporary|Romance|Contemporary Romance|Fiction
,,,European Literature|German Literature
,,,Romance|Romantic Suspense|Romance|Mystery|Suspense|Mystery|Crime|Cultural|Australia
,,,Humor|Fiction|Childrens|Middle Grade|Childrens
,,,Novels|Light Novel|Sequential Art|Manga|Fantasy|Cultural|Japan|Fiction|Asian Literature|Japanese Literature
,,,Young Adult|Fantasy|Paranormal|Mystery|Paranormal|Ghosts|Fantasy|Romance|Fantasy|Supernatural|Fantasy|Magic
,,,Biography|Nonfiction|Sports|Baseball|Childrens|Childrens|Chapter Books
,,,Romance|M M Romance|Romance|Contemporary
,,,Fantasy|Fantasy|Fairy Tales|Fairy Tales|Fairy Tale Retellings|Young Adult
,,,Romance|Romance|Contemporary Romance|Adult Fiction|Erotica|Contemporary
,,,Mystery|Fiction|Mystery|Crime|Thriller
,,,Fiction|Historical|Historical Fiction|Magical Realism|Literary Fiction
,,,Fantasy|Paranormal|Shapeshifters|Werewolves|Young Adult|Romance|Fantasy
,,,Short Stories|Classics|Academic|School|Historical|Historical Fiction|Fiction|European Literature|Irish Literature|Young Adult
,,,Fantasy|European Literature|Danish|Childrens|Fiction|Paranormal|Vampires
,,,Fantasy|Young Adult|Short Stories|Fantasy|Paranormal|Fantasy|Urban Fantasy
,,,Young Adult|Fiction
,,,Fantasy|European Literature|Finnish Literature|Fiction
,,,Young Adult|Mystery|Fiction
,,,
,,,Romance|Romance|Romantic Suspense|Contemporary|War|Military Fiction|Romance|Contemporary Romance|Suspense
,,,Romance|Contemporary|Romance|Contemporary Romance
,,,Fantasy|Romance|Fantasy|Paranormal|Romance|Fantasy Romance
,,,Science Fiction|Fiction|War|Military Fiction|Space|Space Opera
,,,Nonfiction|Feminism|Cultural|India|Womens|Cities|Urban Studies
,,,Young Adult|Thriller|Mystery|Horror
,,,Nonfiction|Cultural|Japan|Biography|Culture|Film|Media Tie In|Anime|Art
,,,Romance|Womens Fiction|Chick Lit|Fiction|Humor|Contemporary|Humor|Comedy
,,,Young Adult|Fantasy|Fantasy|Paranormal|Romance|Paranormal Romance|Romance
,,,Mystery|Fiction|Cultural|Japan|Mystery|Crime|Thriller|Asian Literature|Japanese Literature
,,,
,,,Childrens|Young Adult|Fiction|Realistic Fiction
,,,
,,,Spirituality|Self Help
,,,Fantasy|Young Adult|Romance|Young Adult|Young Adult Fantasy|Fiction
,,,Adventure|Thriller|Fiction|Action
,,,Romance|Novels|Romance|Contemporary Romance|Fiction
,,,Historical|Historical Fiction|Historical|Fiction|European Literature|British Literature
,,,Young Adult|Thriller
,,,History|Nonfiction|Biography|North American Hi...|American History|Military History|American Revolution|Historical
,,,Childrens|Middle Grade|Adventure|Science Fiction|Dystopia|Fiction|Childrens|Science Fiction
,,,Classics|Science Fiction|Fiction
,,,Sequential Art|Manga|Romance|Manga|Yaoi|Lgbt|Romance|M M Romance|Yaoi|Boys Love
,,,Science|Nonfiction|Science|Physics|Science|Astronomy
,,,Fantasy|Young Adult
,,,Horror|Fiction|Mystery|Thriller
,,,Cultural|Africa|Fiction|War|Western Africa|Ivory Coast|Literature|African Literature|Cultural|France|Literature|Novels|Africa|Western Africa|Contemporary
,,,Humor|Fiction|Childrens|Middle Grade|Childrens
,,,Short Stories|Fiction
,,,Romance|Contemporary|Erotica|Bdsm
,,,Science Fiction|Steampunk|Fantasy|Urban Fantasy|Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Shapeshifters|Werewolves
,,,Romance|Romance|Contemporary Romance|Contemporary
,,,
,,,Biography
,,,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Paranormal|Demons|Fantasy|Magic
,,,Fiction|Fantasy|Magical Realism|Contemporary
,,,Fantasy|Christian Fiction|Christian|Christian Fiction|Christian Fantasy|Young Adult|Adventure
,,,Romance|Romance|Contemporary Romance|Fiction|Romance|Romantic Suspense|Contemporary|Mystery
,,,Fiction|War|Military Fiction
,,,Health|Nonfiction|Science|Self Help|Science|Biology|Sports|Fitness
,,,Fiction|Contemporary|Mystery|Cultural|Denmark
,,,Fantasy|Science Fiction
,,,Adventure|Childrens|Middle Grade|Fiction|Childrens
,,,Language|Writing|Nonfiction
,,,Science Fiction|Short Stories|Fiction|Anthologies|Fantasy
,,,Poetry|Classics|European Literature|Portuguese Literature
,,,Parenting|Nonfiction|Humor
,,,Fantasy|Fantasy|Magic|Young Adult|Fiction|Fantasy|High Fantasy
,,,History|Military History|Civil War|Nonfiction|North American Hi...|American History|American History|American Civil War|Audiobook
,,,Mystery|Fiction|Mystery|Crime|Thriller
,,,Romance|Gothic|Fiction|Mystery|Romance|Historical Romance|Historical|Historical Fiction|Historical|Gothic|Gothic Romance
,,,Humor|Nonfiction|Classics|Reference
,,,Romance|Did Not Finish|Humor|Funny|Contemporary
,,,Self Help
,,,Fiction|Classics|Philosophy|Cultural|France|Literature
,,,European Literature|German Literature|Contemporary|Fiction
,,,Science Fiction
,,,Romance|Young Adult|New Adult|Contemporary
,,,Horror|Zombies|Romance|Apocalyptic|Post Apocalyptic|Horror|Science Fiction|Apocalyptic
,,,Horror|Fantasy|Fiction|Fantasy|Paranormal|Paranormal|Witches
,,,
,,,Historical|Historical Fiction|Romance|Science Fiction|Time Travel|Fiction|Historical|Fantasy
,,,Historical|Historical Fiction|Historical|Romance|Historical Romance|Historical|Medieval|Romance|Fiction
,,,Historical|Historical Fiction|Young Adult|Historical|Romance|Fiction|Cultural|Germany
,,,Fiction|Poetry|Classics|Philosophy|Literature
,,,Fiction|Historical|Historical Fiction|Contemporary|Art|Literary Fiction
,,,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Fantasy|Paranormal|Shapeshifters|Paranormal|Vampires|Humor|Funny
,,,Poetry|Classics|Historical|Medieval|Fiction|Literature
,,,Fantasy|Mythology|Mermaids|Childrens|Middle Grade|Childrens|Fiction
,,,Mystery|Fiction|Thriller|Mystery|Crime|Thriller|Mystery Thriller
,,,Fantasy|Science Fiction|Science Fiction|Dystopia|Fantasy|Heroic Fantasy|Fantasy|Dark Fantasy
,,,Historical|Historical Fiction|Christian Fiction|Fiction|Christian|Biblical Fiction
,,,Science Fiction|Fiction|Science Fiction Fantasy|Young Adult
,,,Science Fiction|Fantasy|Fiction|Science Fiction Fantasy
,,,History|Military|Military History|War|Military Fiction|Nonfiction|War
,,,Fantasy|Fantasy|Urban Fantasy|Fiction|Magical Realism|Fantasy|Fairy Tales|Romance
,,,Romance|New Adult|Contemporary|Romance|Contemporary Romance
,,,Sequential Art|Comics|Fantasy|Sequential Art|Graphic Novels|Fantasy|Mythology|Graphic Novels Comics|Fantasy|Urban Fantasy
,,,Realistic Fiction|Childrens|Middle Grade|Mystery|Family|Fiction|Childrens
,,,Young Adult|Romance|Mystery|Contemporary|Thriller
,,,Fantasy|Animals|Young Adult|Fiction
,,,Historical|Historical Fiction|Fiction|Historical|Literature|19th Century
,,,Fiction|Historical|Historical Fiction|Mystery|Cultural|Canada
,,,
,,,Fiction|Mystery|Thriller|Mystery|Crime
,,,Fantasy|Fiction|Young Adult|Childrens|Adventure|Childrens|Middle Grade|Science Fiction|Novels|Fantasy|Magic|Young Adult|Young Adult Fantasy
,,,New Adult|Adult Fiction|Erotica|Romance
,,,Childrens|Picture Books|Childrens
,,,Fantasy|Fantasy|Fairy Tales|Classics|Fiction|Childrens|Short Stories|Folklore
,,,Culture|Film|Nonfiction|Media Tie In|Movies|Writing|Essays
,,,Philosophy
,,,Childrens|Adventure
,,,Asian Literature|Turkish Literature|Cultural|Turkish|Novels
,,,Short Stories|Classics|Fiction|Horror|Gothic|Academic|Read For School
,,,Horror|Short Stories|Fantasy|Young Adult|Childrens
,,,Nonfiction|Health|Biography|Literary Fiction
,,,Fiction|Mystery|Spy Thriller|Espionage|Thriller|Mystery|Crime
,,,Nonfiction|Language|Writing|Writing|Essays|Criticism|Literary Criticism|Literature
,,,Poetry|Classics|European Literature|German Literature|Cultural|Germany|Philosophy|Literature
,,,
,,,Mystery|Cultural|African American|Fiction
,,,Historical|Historical Fiction|Fiction|Mystery|Historical|European Literature|British Literature|English History|Tudor Period
,,,Childrens|Fiction|Fantasy|Animals|Humor|Classics
,,,Young Adult|Science Fiction|Dystopia|Science Fiction|Apocalyptic|Post Apocalyptic
,,,Philosophy|Nonfiction|Religion|Buddhism|Religion|Spirituality
,,,Fantasy|Young Adult|Fantasy|Mythology|Fiction
,,,Romance|Nonfiction|Religion
,,,Romance|Adult Fiction|Erotica|Romance|Contemporary Romance|Dark|Contemporary
,,,Romance|Christian Fiction|Christian|Contemporary|Romance|Contemporary Romance
,,,Mystery|Fiction|Thriller|Audiobook|Mystery|Crime
,,,Fiction|Contemporary|Adult|Adult Fiction|Book Club|Audiobook|Drama|Realistic Fiction|Mystery|Crime|Novels
,,,Fantasy|Science Fiction|Science Fiction|Dystopia
,,,Romance|Young Adult|Contemporary
,,,Young Adult|Romance|Contemporary|European Literature|Italian Literature|Fiction
,,,Romance|Fiction|Mystery|Thriller|Cultural|France|Novels
,,,Young Adult|Fantasy|Paranormal|Fantasy|Romance
,,,Classics|Fiction|Young Adult|Childrens|Historical|Historical Fiction
,,,Historical|Historical Fiction
,,,Fiction|Fantasy|Young Adult
,,,Horror|Fiction|Thriller
,,,Westerns
,,,Romance|M M Romance|New Adult|Romance|Contemporary
,,,Historical|Historical Fiction|Romance|Fiction|Fantasy|Science Fiction|Time Travel|Historical
,,,
,,,Christian|Romance|Fiction|Christian Fiction|Classics
,,,Young Adult|Romance|Contemporary|Womens Fiction|Chick Lit
,,,Nonfiction|Psychology|Education|Autobiography|Memoir|Biography
,,,Fantasy|Young Adult|Romance
,,,History|Nonfiction|Race|Cultural|African American|North American Hi...|American History
,,,
,,,Short Stories|Fiction|Contemporary
,,,Literature
,,,Romance|Historical Romance|Romance|Historical|Historical|Regency|Historical|Historical Fiction
,,,Science Fiction|Science Fiction|Time Travel|Short Stories|Fiction|Classics
,,,Fantasy|Young Adult|Romance|Fantasy|Paranormal
,,,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Fantasy|Magic|Romance
,,,Urban
,,,Nonfiction|Autobiography|Memoir|Psychology|Health|Mental Health|Mental Health|Mental Illness|Biography|Biography Memoir|Biography|Autobiography|Classics|Adult
,,,Nonfiction|Self Help|Audiobook|Self Help|Personal Development|Humor
,,,Fiction|Classics|Science Fiction|Young Adult
,,,History|Biography
,,,Mystery|Fiction|Thriller|Suspense|Thriller|Mystery Thriller|Mystery|Crime
,,,Fantasy|Romance|Historical|Historical Fiction|Fiction|Historical Fiction|Historical Fantasy
,,,Fantasy|Young Adult|Lgbt|Romance
,,,Poetry|Philosophy|Classics|Fiction|Spirituality|Religion
,,,History|Nonfiction|War|World War II|War
,,,Christian|Nonfiction|Spirituality|Religion|Christianity|Religion|Faith|Religion|Christian|Christian Living
,,,Classics|Horror|Fiction|Short Stories|Fantasy|Gothic|Audiobook|Mystery|Historical|Historical Fiction|Literature
,,,Fantasy|Young Adult|Romance|Fantasy|Magic
,,,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal
,,,Fantasy|Young Adult|Fiction|Childrens|Historical|Historical Fiction
,,,Fiction|European Literature|Spanish Literature|Historical|Historical Fiction
,,,Fiction|Classics|Magical Realism|Literature
,,,
,,,Fiction|Historical|Historical Fiction|Cultural|Australia
,,,Travel|History|Nonfiction|Anthropology
,,,Fantasy|Fantasy|Dragons|Young Adult|Science Fiction|Time Travel|Romance
,,,History|Nonfiction|War|War|World War II
,,,Womens Fiction|Chick Lit|Romance|Fiction|Romance|Contemporary Romance
,,,Games|Chess|Sports and Games|Games|History|Nonfiction
,,,Fiction|Science Fiction|Literature
,,,Fiction|Thriller|Mystery|Spy Thriller|Espionage|Cultural|Japan
,,,Nonfiction|Biography|Crime|True Crime|Mystery|Crime|History
,,,Classics|Short Stories|Horror|Fiction|Gothic|Academic|School
,,,Womens Fiction|Chick Lit|Romance|Contemporary|Fiction
,,,Fantasy|Fantasy|Mythology|Young Adult|Fantasy|Magic|Childrens|Middle Grade
,,,Fantasy|Childrens|Middle Grade|Childrens|Adventure|Mystery|Fiction|Young Adult|Fantasy|Magic|Childrens|Juvenile|Fantasy|Mythology
,,,Paranormal|Fairies|Childrens|Fiction|Fantasy|Childrens|Chapter Books
,,,Romance|Dark|Sociology|Abuse|Contemporary
,,,Fiction|Cultural|France|Roman|Short Stories|Cultural|Japan
,,,Sequential Art|Comics|Superheroes|Marvel|Sequential Art|Graphic Novels|Graphic Novels Comics|Comics|Superheroes
,,,Historical|Fiction
,,,
,,,Fiction|Historical|Historical Fiction|Adventure
,,,Classics|Fiction|Philosophy|Cultural|France|Literature
,,,Sequential Art|Comics|Sequential Art|Graphic Novels|Superheroes|Dc Comics|Comics|Comic Book|Fiction|Graphic Novels Comics
,,,
,,,History
,,,
,,,Classics|Fiction|Literature|Romance
,,,Romance|Romantic Suspense|Romance|Thriller|Suspense|Mystery|Crime|Mystery
,,,Romance|New Adult|Contemporary|Romance|Contemporary Romance
,,,Mystery|Fiction|Mystery|Crime|European Literature|British Literature
,,,Historical|Historical Fiction|Young Adult|Historical|Lgbt
,,,Fantasy|Young Adult|Mystery|Young Adult|Young Adult Fantasy
,,,Young Adult|Science Fiction|Science Fiction|Dystopia|Fantasy
,,,Short Stories|Fiction|Cultural|Canada
,,,Romance|Romance|Contemporary Romance|Contemporary|Humor
,,,Novels|Literature|European Literature|Spanish Literature|Nobel Prize|Classics|Literature|20th Century|Cultural|Spain|Fiction|Academic|School|Historical|Historical Fiction
,,,Horror|Short Stories|Fiction|Fantasy|Science Fiction|Classics
,,,Classics|Plays|Cultural|France|Plays|Theatre|Drama|European Literature|French Literature
,,,Young Adult|Fantasy|Comics|Superheroes
,,,Science|Science|Mathematics|Nonfiction|Science|Physics|Art|Philosophy
,,,Mystery|Fiction|Mystery|Crime|European Literature|British Literature|Classics
,,,
,,,Romance|Romance|Contemporary Romance|Contemporary
,,,Fiction|Literature|Historical|Historical Fiction|European Literature|Italian Literature
,,,
,,,Fantasy|Young Adult|Romance|Retellings
,,,Classics|Fiction|Historical|Historical Fiction|Academic|School|Literature|Young Adult|Academic|Read For School|Historical|Novels|Young Adult|High School
,,,Fiction|Thriller|Suspense|Mystery
,,,Sociology|Abuse|New Adult|Romance
,,,Fantasy|Young Adult|Romance
,,,Romance|Romance|Contemporary Romance|Contemporary
,,,Horror|Zombies|Horror|Young Adult|Fiction|Science Fiction|Dystopia
,,,
,,,
,,,Fantasy|Young Adult|Romance|Fantasy|Magic
,,,Young Adult|Contemporary|Childrens
,,,Historical|Historical Fiction|Mystery|Young Adult|Adventure|Fiction|Historical
,,,Fantasy|Urban Fantasy|Fantasy|Fantasy|Fairy Tales|Fiction|Fantasy|Paranormal
,,,European Literature|French Literature
,,,Thriller|Fiction|Mystery|Suspense|Thriller|Mystery Thriller
,,,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Did Not Finish
,,,Classics|European Literature|Italian Literature|Literature|Fiction|Novels|Magical Realism|Cultural|Italy
,,,Horror|Classics|Fiction|Fantasy|Short Stories|Science Fiction
,,,Horror|Fantasy|Paranormal|Suspense|Historical|Thriller|Fiction
,,,Sequential Art|Comics|Sequential Art|Bande Dessinée|Sequential Art|Graphic Novels|Graphic Novels Comics|Architecture
,,,Fiction|Classics|European Literature|German Literature|Literature|Philosophy|Novels
,,,Biography|History|Nonfiction|Cultural|France
,,,Sequential Art|Comics|Superheroes|Dc Comics|Dc Comics|Superman|Dc Comics|Batman|Comics|Comic Book|Graphic Novels Comics
,,,Philosophy|Nonfiction|Politics|Psychology|Philosophy|Theory|European Literature|German Literature|Literature|19th Century|Classics|Cultural|Germany|Anarchism
,,,Nonfiction|Childrens|Biography|Autobiography
,,,European Literature|Spanish Literature|Religion
,,,Nonfiction|Autobiography|Memoir|Travel
,,,Thriller|Thriller|Mystery Thriller|Adult|Drama
,,,Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Fantasy|Dragons|Fantasy|Fantasy|Urban Fantasy|Paranormal|Shapeshifters
,,,History|Nonfiction|Biography|History|European History|Cultural|France|Historical
,,,Fiction|European Literature|German Literature
,,,Fantasy|Young Adult|Fiction|Childrens|Childrens|Middle Grade
,,,Fantasy|Fiction|Horror|Magical Realism|Fantasy|Paranormal
,,,Short Stories|Fiction|Cultural|Canada|Literature
,,,Womens Fiction|Chick Lit|Fiction|Romance|Adult Fiction
,,,Poetry|Literature|21st Century|Literature|American|Social Movements|Social Justice
,,,Young Adult|Fantasy|Paranormal|Fantasy|Mystery|Paranormal|Ghosts|Romance
,,,Music|Nonfiction|Biography|Music|Punk|Biography Memoir
,,,Romance|Fiction|Romance|Contemporary Romance
,,,Fiction|Novels|World War II|Holocaust|Cultural|Australia
,,,Romance|Fantasy|Paranormal|Fantasy|Romance|Paranormal Romance|Mythology|Mermaids|Womens Fiction|Chick Lit|Fantasy|Urban Fantasy
,,,Politics|Nonfiction|Philosophy
,,,Fantasy|Science Fiction|Steampunk|Young Adult|Fiction|Fantasy|Magic
,,,Science Fiction|Fiction|Feminism|Classics
,,,Fiction|Classics|Historical|Historical Fiction|Romance|European Literature|British Literature
,,,Christian|Nonfiction|Religion|Christianity|Christian|Christian Living|Relationships|Christian|Christian Non Fiction|Religion|Faith|Spirituality|Marriage|Religion
,,,Nonfiction|Sociology|Social Issues|Poverty|Economics|Social Issues|Anthropology|Social Issues|Class
,,,Mystery|Fiction|Art|Mystery|Crime|Cultural|Italy
,,,Thriller|Fiction|Action|Adventure|War|Military Fiction
,,,Fiction|Cultural|Canada
,,,History|Nonfiction|Westerns
,,,Parenting|Nonfiction|Health|Self Help
,,,Nonfiction|Asian Literature|Indian Literature
,,,Fiction|Historical|Historical Fiction|Cultural|China|Classics|Cultural|Asia
,,,Historical|Historical Fiction|Fiction|Historical|Romance|European Literature|British Literature|Historical|Medieval
,,,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Victorian
,,,Philosophy
,,,
,,,Fantasy|Mystery|Fantasy|Urban Fantasy|Fiction|Fantasy|Dragons
,,,Cultural|Africa|Nonfiction|Travel|History|Environment|Nature|Science|Anthropology
,,,Romance|Romance|Historical Romance|Fantasy|Historical|Historical Fiction|Romance|Clean Romance|Historical|Historical|Medieval
,,,Biography|American|African American Literature
,,,Mystery|Historical|Historical Fiction|Mystery|Historical Mystery|Historical|Fiction
,,,
,,,Sequential Art|Manga|Manga|Yaoi|Romance|Sequential Art|Comics|Sequential Art|Graphic Novels|Lgbt
,,,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Mythology
,,,Romance|Paranormal Romance|Paranormal|Vampires|Fantasy|Paranormal|Romance|Fantasy
,,,Music|Biography|Nonfiction|Biography Memoir
,,,Fantasy|European Literature|Finnish Literature|Young Adult
,,,Literature|20th Century
,,,Romance|Romance|Romantic Suspense|Contemporary|Romance|Contemporary Romance|Suspense
,,,Nonfiction|Leadership|Business|Sociology
,,,
,,,Fiction
,,,Fiction|Cultural|Pakistan|Cultural|India|European Literature|British Literature|Contemporary|Literature
,,,Nonfiction|Feminism|Philosophy|Love
,,,Fiction|Short Stories|Writing|Essays|Classics
,,,Fiction|Cultural|Latin American
,,,Fiction
,,,Fiction|Mystery|Cultural|Denmark|Abandoned|European Literature|Scandinavian Literature|Magical Realism|Contemporary
,,,
,,,Sequential Art|Manga|Sequential Art|Comics|Sequential Art|Graphic Novels|Science Fiction|Fiction|Science Fiction|Cyberpunk
,,,Mystery|Childrens|Fiction
,,,Historical|Historical Fiction|Fiction|Historical|Adventure
,,,Nonfiction|History|Politics|Cultural|Pakistan
,,,Fiction|Humor|Historical|Historical Fiction|War|Military Fiction|Novels
